year,state,name,FiscalYear, Total Taxes , Property Tax (T01) , Tot Sales & Gr Rec Tax , Total Gen Sales Tax (T09) , Total Select Sales Tax , Alcoholic Beverage Tax (T10) , Amusement Tax (T11) , Insurance Premium Tax (T12) , Motor Fuels Tax (T13) , Parimutuels Tax (T14) , Public Utility Tax (T15) , Tobacco Tax (T16) , Other Select Sales Tax (T19) , Total License Taxes , Alcoholic Beverage Lic (T20) , Amusement License (T21) , Corporation License (T22) , Hunt and Fish License (T23) , Motor Veh & Oper Lic , Motor Vehicle License (T24) , Motor Veh Oper License (T25) , Public Utility License (T27) , Occup and Bus Lic NEC (T28) , Other License Taxes (T29) , Total Income Taxes , Individual Income Tax (T40) , Corp Net Income Tax (T41) , Total Other Taxes , Death and Gift Tax (T50) , Docum and Stock Tr Tax (T51) , Severance Tax (T53) , Taxes NEC (T99) 
1988,34,NC STATE GOVT,63088,"6,843,064","80,370","2,821,701","1,627,672","1,194,029","141,794",0,"186,833","596,573",0,"225,244","16,219","27,366","456,240","2,650","3,501","121,156","12,424","253,167","215,513","37,654",0,"61,999","1,343","3,417,434","2,784,385","633,049","67,319","65,740",0,"1,579",0
1988,35,ND STATE GOVT,63088,"664,458","1,133","359,128","206,018","153,110","5,621","1,619","13,373","72,422",2,"10,994","16,635","32,444","53,537",260,119,"1,323","4,249","34,909","32,534","2,375",72,"12,605",0,"155,999","114,234","41,765","94,661","1,404",0,"93,257",0
1988,36,OH STATE GOVT,63088,"9,990,514","13,562","5,169,277","3,218,959","1,950,318","67,399",0,"240,836","811,365","13,361","588,233","229,124",0,"806,389","20,363",0,"273,225","15,169","363,889","350,133","13,756",473,"130,088","3,182","3,946,715","3,364,689","582,026","54,571","45,218",0,"9,353",0
1988,37,OK STATE GOVT,63088,"3,150,072",0,"1,457,067","756,916","700,151","55,404",0,"137,207","311,367","1,624","13,156","84,457","96,936","336,752","3,155","1,717","30,402","11,289","254,250","244,761","9,489",4,"30,726","5,209","916,504","832,779","83,725","439,749","39,846","5,040","386,680","8,183"
1988,38,OR STATE GOVT,63088,"2,110,963",2,"314,949",0,"314,949","10,510",0,"58,730","166,072","4,186","5,145","70,306",0,"298,191","1,518",716,"3,693","21,804","205,585","191,569","14,016","5,309","57,663","1,903","1,450,694","1,283,647","167,047","47,127","13,647","1,508","31,972",0
1988,39,PA STATE GOVT,63088,"11,825,044","140,865","6,015,886","3,846,585","2,169,301","138,368",249,"336,488","672,262","9,652","486,312","228,881","297,089","1,201,892","11,405",19,"498,201","37,988","463,034","419,812","43,222","29,171","156,952","5,122","3,851,875","2,805,432","1,046,443","614,526","401,404","213,122",0,0
1988,40,RI STATE GOVT,63088,"1,123,686","8,021","576,133","383,209","192,924","7,755",147,"30,362","54,763","10,791","54,113","33,318","1,675","44,568",235,92,"3,195",959,"31,457","31,457",0,113,"8,029",488,"467,655","388,461","79,194","27,309","21,821","5,441",0,47
1988,41,SC STATE GOVT,63088,"3,438,186","8,029","1,865,982","1,249,430","616,552","107,132","11,085","83,185","305,989",0,"35,570","30,610","42,981","171,023","7,497","7,819","20,491","10,021","76,594","68,256","8,338",0,"37,393","11,208","1,345,035","1,141,076","203,959","48,117","35,991","12,126",0,0
1988,42,SD STATE GOVT,63088,"476,534",0,"392,770","262,348","130,422","9,013",0,"23,480","61,844","1,000",586,"14,282","20,217","38,596",186,144,800,"5,490","23,176","21,876","1,300",0,"8,000",800,"26,357",0,"26,357","18,811","10,362",0,"8,449",0
1988,43,TN STATE GOVT,63088,"3,855,027",0,"2,946,730","2,142,276","804,454","63,125",0,"122,438","503,496",0,"22,270","83,142","9,983","381,598","1,440",0,"166,504","11,799","159,566","144,464","15,102","3,580","36,195","2,514","431,770","79,650","352,120","94,929","33,484","44,628","1,820","14,997"
1988,44,TX STATE GOVT,83188,"13,425,516",0,"10,276,793","6,271,018","4,005,775","315,536",133,"545,808","1,473,821",0,"207,836","416,997","1,045,644","1,981,504","21,499","3,457","953,201","32,723","747,530","693,988","53,542","5,561","207,660","9,873",0,0,0,"1,167,219","108,410",0,"1,058,809",0
1988,45,UT STATE GOVT,63088,"1,602,093",296,"786,820","589,480","197,340","16,300",0,"25,286","129,370",0,"4,728","21,656",0,"73,204",420,0,0,"14,361","45,689","40,349","5,340",0,"12,201",533,"709,174","637,511","71,663","32,599","3,443",0,"29,156",0
1988,46,VT STATE GOVT,63088,"616,043",389,"303,322","123,490","179,832","14,700",0,"17,175","42,435",188,"21,066","12,256","72,012","47,828",388,195,622,"3,760","35,048","33,094","1,954",0,"6,445","1,370","246,348","201,660","44,688","18,156","6,161","9,941",0,"2,054"
1988,47,VA STATE GOVT,63088,"6,136,607","26,104","2,527,280","1,188,856","1,338,424","95,379",111,"180,460","593,677",0,"151,045","17,075","300,677","342,380","6,042",37,"19,263","12,761","255,400","232,882","22,518",0,"46,471","2,406","3,092,250","2,757,868","334,382","148,593","43,205","94,903","1,668","8,817"
1988,48,WA STATE GOVT,63088,"5,994,964","948,787","4,511,633","3,553,516","958,117","102,010",82,"93,619","435,456","8,882","170,965","129,724","17,379","329,349","7,354",210,"6,434","26,100","172,205","155,977","16,228","11,850","103,515","1,681",0,0,0,"205,195","18,846","140,559","45,790",0
1988,49,WV STATE GOVT,63088,"1,743,871","1,651","924,408","537,499","386,909","8,645",372,"47,155","167,658","13,780","18,013","34,216","97,070","108,372","5,758",0,"3,122","8,553","67,868","67,868",0,"5,770","15,813","1,488","570,885","394,181","176,704","138,555","6,489","3,580","128,486",0
1988,50,WI STATE GOVT,63088,"6,005,545","128,654","2,674,857","1,769,062","905,795","38,555",649,"78,414","491,323",0,"149,570","147,284",0,"297,811",239,0,"4,738","35,033","169,121","154,275","14,846",12,"80,840","7,828","2,781,336","2,319,967","461,369","122,887","98,086","17,164",915,"6,722"
1988,51,WY STATE GOVT,63088,"573,030","77,288","203,087","151,047","52,040","1,223",0,"9,735","36,778",258,0,"4,046",0,"60,926",0,0,"2,249","14,189","41,537","40,701",836,"1,424","1,300",227,0,0,0,"231,729","1,457",0,"230,272",0
1987,0,US STATE GOVTS,N/A,"246,509,508","4,700,120","119,365,418","79,230,293","40,135,125","3,108,918","482,131","6,321,790","15,707,472","648,728","6,030,772","4,591,453","3,243,861","15,951,656","248,473","144,307","3,092,136","675,782","9,068,256","8,348,988","719,268","249,321","2,289,531","183,850","96,693,549","76,216,412","20,477,137","9,798,765","3,040,463","2,627,012","4,050,098","81,192"
1987,1,AL STATE GOVT,93087,"3,231,020","68,640","1,745,095","885,838","859,257","97,252",67,"126,268","262,744",0,"246,353","72,139","54,434","281,291","1,360",0,"89,484","11,645","113,733","104,068","9,665","1,471","63,598",0,"1,051,777","889,078","162,699","84,217","16,674","13,916","53,627",0
1987,2,AK STATE GOVT,63087,"1,062,391","102,491","81,725",0,"81,725","12,580",0,"23,659","32,117",0,"1,985","9,875","1,509","68,737","1,666",249,896,"9,979","18,288","17,688",600,0,"37,630",29,"141,495",427,"141,068","667,943","1,073",0,"666,870",0
1987,3,AZ STATE GOVT,63087,"3,469,477","114,852","2,124,694","1,547,425","577,269","40,819",737,"79,269","309,534","10,882","84,808","51,220",0,"243,162","2,134",29,"3,838","12,318","186,506","179,582","6,924",0,"19,866","18,471","961,076","762,128","198,948","25,693","25,693",0,0,0
1987,4,AR STATE GOVT,63087,"1,889,066","5,669","1,081,990","715,636","366,354","24,093",0,"52,189","206,457","20,555",0,"63,060",0,"124,624",747,348,"4,238","13,069","77,019","69,443","7,576","7,008","22,027",168,"650,937","535,317","115,620","25,846","6,010","3,992","15,130",714
1987,5,CA STATE GOVT,63087,"35,849,706","1,668,447","13,801,149","10,934,653","2,866,496","131,319",0,"1,008,887","1,248,218","113,155","77,764","268,337","18,816","1,442,669","31,936",470,"7,799","55,183","1,019,227","946,287","72,940","56,336","265,393","6,325","18,633,054","13,874,104","4,758,950","304,387","281,540",0,"22,847",0
1987,6,CO STATE GOVT,63087,"2,545,879","7,570","1,200,840","718,646","482,194","23,173",534,"82,331","291,575","8,721","5,679","66,251","3,930","141,839","2,436",330,"2,495","27,971","82,361","77,538","4,823",0,"21,656","4,590","1,158,761","1,034,676","124,085","36,869","18,254",0,"9,694","8,921"
1987,7,CT STATE GOVT,63087,"4,280,758",12,"2,692,385","1,823,025","869,360","32,934","14,884","140,249","251,981","65,459","251,238","88,406","24,209","245,692","5,937",87,"9,027","2,622","196,225","173,919","22,306",0,"27,842","3,952","1,076,006","445,319","630,687","266,663","172,946","93,717",0,0
1987,8,DE STATE GOVT,63087,"952,009",0,"138,037",0,"138,037","5,129",0,"23,158","77,664",63,"16,527","12,122","3,374","296,331",581,131,"151,451",833,"44,960","43,588","1,372","4,368","93,454",553,"472,749","367,652","105,097","44,892","12,586","31,169",0,"1,137"
1987,10,FL STATE GOVT,63087,"9,846,235","221,959","7,588,541","5,478,278","2,110,263","445,817","2,734","254,760","716,019","118,920","202,333","330,498","39,182","662,643","22,423","6,381","21,642","11,770","426,689","367,980","58,709","14,497","139,310","19,931","596,434",0,"596,434","776,658","151,653","543,737","81,268",0
1987,11,GA STATE GOVT,63087,"5,323,689","17,801","2,487,090","1,739,304","747,786","116,568",0,"154,462","385,698",0,0,"91,058",0,"169,623","1,824",0,"17,873","13,465","87,215","73,123","14,092",0,"27,141","22,105","2,598,287","2,149,111","449,176","50,888","30,289","16,863",0,"3,736"
1987,12,HI STATE GOVT,63087,"1,697,424",0,"1,040,995","817,525","223,470","34,547",0,"36,463","48,089",0,"61,792","19,060","23,519","27,802",0,0,"1,048",194,"17,604","17,604",0,"2,510","6,378",68,"619,886","543,093","76,793","8,741","5,178","3,563",0,0
1987,13,ID STATE GOVT,63087,"829,698",138,"438,696","297,896","140,800","10,079",0,"32,519","82,227",483,"1,819","11,954","1,719","76,272","1,007",0,253,"15,194","36,302","32,821","3,481","2,155","20,839",522,"312,644","265,336","47,308","1,948","1,522",0,426,0
1987,14,IL STATE GOVT,63087,"10,429,524","222,432","5,388,013","3,405,309","1,982,704","67,287","8,391","178,752","740,786","52,159","586,242","251,426","97,661","767,214","1,707",987,"74,401","15,279","614,380","579,787","34,593",0,"58,541","1,919","3,957,612","3,095,177","862,435","94,253","81,252","13,001",0,0
1987,15,IN STATE GOVT,63087,"4,787,287","39,957","2,856,221","2,252,060","604,161","34,562",64,"96,520","397,254",0,0,"75,761",0,"146,015","9,730",238,"4,620","8,000","102,565","102,565",0,107,"19,202","1,553","1,690,595","1,454,886","235,709","54,499","53,943",0,556,0
1987,16,IA STATE GOVT,63087,"2,662,110",0,"1,245,335","826,107","419,228","13,107",0,"76,490","252,041",0,0,"77,590",0,"255,572","8,609","10,793","13,879","10,984","188,016","176,462","11,554","5,487","14,995","2,809","1,104,834","955,232","149,602","56,369","53,369","3,000",0,0
1987,17,KS STATE GOVT,63087,"2,085,635","30,426","1,062,238","726,978","335,260","45,450",774,"64,986","156,753",0,765,"61,645","4,887","126,185","1,395",19,"10,650","9,335","80,079","73,915","6,164","2,756","21,045",906,"771,540","634,479","137,061","95,246","31,645",0,"63,601",0
1987,18,KY STATE GOVT,63087,"3,521,861","251,308","1,569,080","892,042","677,038","49,109",286,"136,642","294,603","5,897",0,"17,114","173,387","258,045","1,945",461,"64,685","10,559","151,735","144,973","6,762","4,446","20,994","3,220","1,188,346","920,968","267,378","255,082","49,334","2,606","203,142",0
1987,19,LA STATE GOVT,63087,"3,469,209","25,120","1,954,964","1,189,690","765,274","52,137",196,"182,435","357,400","22,048","32,472","78,786","39,800","369,550","2,322",107,"241,685","9,402","84,813","71,286","13,527","4,329","26,582",310,"629,832","438,643","191,189","489,743","40,167",0,"449,576",0
1987,20,ME STATE GOVT,63087,"1,288,480","8,156","668,494","439,399","229,095","33,490",0,"28,167","97,278","1,582","28,960","39,618",0,"87,018","1,804",272,950,"9,633","53,240","46,657","6,583",0,"20,351",768,"491,545","423,209","68,336","33,267","19,482","13,785",0,0
1987,21,MD STATE GOVT,63087,"5,187,566","128,523","2,305,755","1,302,463","1,003,292","29,063","1,533","120,653","328,335","2,450","93,058","66,042","362,158","151,635",350,33,"3,907","7,223","93,552","85,544","8,008",0,"45,066","1,504","2,451,569","2,181,080","270,489","150,084","46,892","77,108",0,"26,084"
1987,22,MA STATE GOVT,63087,"8,348,322",344,"2,720,288","1,865,754","854,534","80,693","9,790","220,618","297,404","35,679",0,"170,626","39,724","242,516","1,448",841,"16,160","3,653","179,104","141,671","37,433",0,"39,342","1,968","5,108,813","3,995,649","1,113,164","276,361","223,084","53,277",0,0
1987,23,MI STATE GOVT,93087,"9,822,155","280,169","4,029,061","2,822,296","1,206,765","123,043",0,"138,958","661,908","20,317",0,"253,828","8,711","487,998","9,316",34,"10,782","35,627","361,490","346,799","14,691","13,518","49,522","7,709","4,891,836","3,367,465","1,524,371","133,091","84,747",0,"48,344",0
1987,24,MN STATE GOVT,63087,"5,546,422","6,180","2,407,445","1,468,608","938,837","54,370",0,"107,091","356,870",0,"114,950","80,189","225,367","367,875",528,0,"3,187","23,590","274,155","265,234","8,921",0,"61,557","4,858","2,735,043","2,312,044","422,999","29,879","21,601",12,"8,266",0
1987,25,MS STATE GOVT,63087,"1,943,388",285,"1,301,047","1,015,402","285,645","37,139",385,"66,358","128,125",0,0,"53,638",0,"164,131","1,215",0,"61,041","7,272","63,608","57,714","5,894","2,274","28,644",77,"418,314","315,449","102,865","59,611","10,421",0,"49,190",0
1987,26,MO STATE GOVT,63087,"3,942,295","9,872","2,093,344","1,624,025","469,319","25,074",0,"145,047","215,212",0,"1,202","82,784",0,"322,716","2,447","1,051","49,847","14,149","196,918","185,017","11,901","7,507","46,858","3,939","1,482,888","1,247,536","235,352","33,475","32,431",0,21,"1,023"
1987,27,MT STATE GOVT,63087,"595,844","41,957","148,705",0,"148,705","13,794",0,"25,304","85,490",166,"9,857","12,616","1,478","65,853","1,468","4,843",769,"15,819","32,436","30,464","1,972","1,158","9,274",86,"229,243","194,675","34,568","110,086","7,212",0,"101,453","1,421"
1987,28,NE STATE GOVT,63087,"1,203,344","3,574","663,649","390,546","273,103","15,434","4,981","30,895","161,842","5,405","1,811","35,892","16,843","99,599",259,0,"4,419","7,385","53,513","50,586","2,927",0,"22,334","11,689","427,226","359,803","67,423","9,296","4,480","2,420","2,396",0
1987,29,NV STATE GOVT,63087,"1,131,312","38,542","956,296","552,995","403,301","13,266","223,923","40,700","97,900",9,"2,912","21,052","3,539","123,485",22,"46,590","4,351","4,508","52,994","49,919","3,075",0,"12,650","2,370",0,0,0,"12,989","12,986",0,3,0
1987,30,NH STATE GOVT,63087,"578,488","8,552","243,189",0,"243,189","11,276",0,"30,219","83,615","10,518","6,427","31,674","69,460","76,743","2,056",514,"4,508","4,677","47,522","43,051","4,471","1,871","13,194","2,401","186,573","26,826","159,747","63,431","21,186","42,160",85,0
1987,31,NJ STATE GOVT,63087,"9,491,417","29,827","4,911,270","2,911,780","1,999,490","57,886","199,844","147,891","343,542","7,379","1,018,560","210,955","13,433","576,744","3,697","47,346","127,002","7,233","349,978","324,080","25,898","2,507","36,375","2,606","3,691,645","2,603,334","1,088,311","281,931","190,368","91,563",0,0
1987,32,NM STATE GOVT,63087,"1,601,736","3,260","924,356","699,564","224,792","17,480",99,"41,854","107,684","2,253","6,108","18,621","30,693","93,938","1,020","1,794","5,581","7,058","66,875","63,675","3,200",87,"11,523",0,"341,761","242,622","99,139","238,421","3,377",0,"235,044",0
1987,33,NY STATE GOVT,33187,"24,671,856",0,"7,876,098","5,097,847","2,778,251","156,384","1,123","458,965","495,922","83,836","969,056","406,235","206,730","728,510","33,558","3,115","20,031","22,524","476,055","407,533","68,522","57,409","113,008","2,810","14,620,331","12,476,941","2,143,390","1,446,917","392,687","1,054,230",0,0
1987,34,NC STATE GOVT,63087,"6,274,524","78,316","2,535,085","1,461,019","1,074,066","131,437",0,"139,941","554,254",0,"207,465","16,141","24,828","415,486","2,529","3,100","106,048","10,738","237,546","204,414","33,132",0,"54,363","1,162","3,166,724","2,600,244","566,480","78,913","77,477",0,"1,436",0
1987,35,ND STATE GOVT,63087,"573,373","2,123","299,667","193,779","105,888","5,608",0,"12,203","55,441",0,"10,304","11,276","11,056","60,241",260,"1,026",645,"4,644","32,969","31,093","1,876",10,"20,667",20,"113,592","80,150","33,442","97,750","1,942",0,"95,808",0
1987,36,OH STATE GOVT,63087,"9,302,275","16,136","4,722,421","2,971,146","1,751,275","69,395",0,"223,044","641,771","12,354","623,361","181,350",0,"817,518","19,992",0,"329,578","15,717","351,988","339,154","12,834",547,"96,386","3,310","3,691,306","3,216,718","474,588","54,894","45,366",0,"9,528",0
1987,37,OK STATE GOVT,63087,"2,634,233",0,"1,125,965","613,769","512,196","52,299",0,"77,709","204,931","1,498","12,549","74,515","88,695","309,516","3,247","1,564","33,101","11,934","227,927","218,025","9,902",4,"26,583","5,156","767,531","678,828","88,703","431,221","47,381","5,351","370,178","8,311"
1987,38,OR STATE GOVT,63087,"2,235,073",176,"302,113",0,"302,113","11,214",0,"55,704","150,345","4,817","2,283","77,750",0,"266,236","1,574","1,632","3,898","20,190","183,072","170,821","12,251","6,875","47,043","1,952","1,597,985","1,461,609","136,376","68,563","33,670","1,584","33,309",0
1987,39,PA STATE GOVT,63087,"11,378,764","137,521","5,733,514","3,568,903","2,164,611","137,702",262,"306,497","651,124","9,454","543,624","229,927","286,021","1,168,468","11,534",25,"478,111","36,514","446,361","404,895","41,466","25,927","164,870","5,126","3,765,598","2,749,784","1,015,814","573,663","371,860","201,803",0,0
1987,40,RI STATE GOVT,63087,"1,046,915","7,156","531,385","350,811","180,574","7,684",111,"27,409","52,666","6,605","56,106","29,748",245,"37,412",157,179,"2,262",781,"28,415","28,415",0,106,"5,089",423,"446,680","359,005","87,675","24,282","18,462","5,762",0,58
1987,41,SC STATE GOVT,63087,"3,157,351","8,465","1,739,972","1,175,411","564,561","106,614","9,876","87,537","262,054",0,"27,504","30,303","40,673","166,490","6,154","6,726","19,792","9,627","80,385","73,300","7,085",0,"34,508","9,298","1,199,412","1,008,938","190,474","43,012","26,981","16,031",0,0
1987,42,SD STATE GOVT,63087,"412,810",0,"334,478","209,965","124,513","8,584",0,"20,811","60,453","1,300",600,"14,878","17,887","36,844",222,115,666,"6,449","21,592","20,469","1,123",0,"7,200",600,"24,035",0,"24,035","17,453","11,989",0,"5,464",0
1987,43,TN STATE GOVT,63087,"3,603,331",0,"2,785,525","1,994,313","791,212","62,335",0,"126,575","489,224",0,"20,336","82,516","10,226","351,296","1,383",0,"155,329","11,477","144,816","130,347","14,469","2,638","33,160","2,493","366,767","68,123","298,644","99,743","31,757","52,276","1,581","14,129"
1987,44,TX STATE GOVT,83187,"11,254,430",0,"8,116,106","4,601,385","3,514,721","326,192",180,"460,963","1,273,136",0,"210,474","370,843","872,933","1,842,897","24,189","2,392","892,607","32,031","745,965","697,428","48,537","4,389","134,272","7,052",0,0,0,"1,295,427","113,742",0,"1,181,685",0
1987,45,UT STATE GOVT,63087,"1,438,325",289,"752,813","559,208","193,605","16,653",0,"28,990","127,378",0,"4,629","15,955",0,"68,792",350,0,0,"13,243","44,606","39,860","4,746",0,"10,213",380,"592,565","531,674","60,891","23,866","2,318",0,"21,548",0
