year,state,name,FiscalYear, Total Taxes , Property Tax (T01) , Tot Sales & Gr Rec Tax , Total Gen Sales Tax (T09) , Total Select Sales Tax , Alcoholic Beverage Tax (T10) , Amusement Tax (T11) , Insurance Premium Tax (T12) , Motor Fuels Tax (T13) , Parimutuels Tax (T14) , Public Utility Tax (T15) , Tobacco Tax (T16) , Other Select Sales Tax (T19) , Total License Taxes , Alcoholic Beverage Lic (T20) , Amusement License (T21) , Corporation License (T22) , Hunt and Fish License (T23) , Motor Veh & Oper Lic , Motor Vehicle License (T24) , Motor Veh Oper License (T25) , Public Utility License (T27) , Occup and Bus Lic NEC (T28) , Other License Taxes (T29) , Total Income Taxes , Individual Income Tax (T40) , Corp Net Income Tax (T41) , Total Other Taxes , Death and Gift Tax (T50) , Docum and Stock Tr Tax (T51) , Severance Tax (T53) , Taxes NEC (T99) 
1968,40,RI STATE GOVT,63068,"166,730",0,"126,153","67,267","58,886","4,106",0,"4,240","21,988","10,209","7,503","9,925",915,"16,494",63,2,577,126,"12,186","10,100","2,086",0,"3,540",0,"17,192",0,"17,192","6,891","6,814",77,0,0
1968,41,SC STATE GOVT,63068,"413,406","1,049","273,854","123,040","150,814","34,189","1,326","11,283","75,585",0,"8,331","13,732","6,368","27,423","1,295",773,"1,859","1,636","15,090","12,023","3,067",0,"6,444",326,"104,814","71,293","33,521","6,266","3,782","2,484",0,0
1968,42,SD STATE GOVT,63068,"87,980",0,"71,396","32,743","38,653","4,059",0,"3,196","19,560","1,108",35,"5,211","5,484","14,268",679,0,152,"1,864","10,161","9,872",289,0,"1,355",57,586,0,586,"1,730","1,530",0,200,0
1968,43,TN STATE GOVT,63068,"577,320",0,"396,971","205,325","191,646","22,176",136,"17,968","113,189",0,"2,755","33,265","2,157","104,528",344,160,"15,544","3,352","57,465","53,154","4,311",369,"27,294",0,"60,144","10,187","49,957","15,677","12,197","1,971",0,"1,509"
1968,44,TX STATE GOVT,83168,"1,437,971","59,729","876,971","279,659","597,312","51,657","2,131","45,335","264,251",0,"31,271","135,831","66,836","233,613","2,512",0,"62,654","5,187","149,594","133,092","16,502",196,"12,577",893,0,0,0,"267,658","24,025",32,"243,601",0
1968,45,UT STATE GOVT,63068,"183,511","12,486","99,125","58,386","40,739","2,041",0,"4,048","28,514",0,140,"5,136",860,"13,847",8,0,0,"3,084","9,380","8,557",823,5,"1,254",116,"53,002","43,301","9,701","5,051","2,281",0,"2,770",0
1968,46,VT STATE GOVT,63068,"88,172",285,"35,898",0,"35,898","7,462",0,"1,915","12,066","2,142","1,914","5,183","5,216","13,591",228,64,70,"1,416","11,077","10,184",893,7,651,78,"35,239","30,080","5,159","2,324","2,324",0,0,0
1968,47,VA STATE GOVT,63068,"731,674","10,845","360,814","115,950","244,864","31,263",23,"21,493","130,573",0,"27,221","13,204","21,087","68,770",391,1,"2,005","3,006","55,078","50,765","4,313",0,"8,041",248,"271,515","222,678","48,837","18,564","10,673","7,469",307,115
1968,48,WA STATE GOVT,63068,"878,644","83,379","711,483","473,184","238,299","32,784","1,465","13,788","125,980","1,354","27,326","35,602",0,"60,437","1,898",0,"1,907","5,590","39,216","34,858","4,358","1,565","10,183",78,0,0,0,"23,345","22,159","1,186",0,0
1968,49,WV STATE GOVT,63068,"320,207",349,"251,003","144,522","106,481","15,270",0,"8,967","44,330","8,974",0,"14,847","14,093","30,956",405,0,"1,632","1,748","25,419","23,929","1,490",450,"1,288",14,"31,416","28,195","3,221","5,785","5,040",745,0,0
1968,50,WI STATE GOVT,63068,"990,548","49,883","325,908","106,816","219,092","22,197",3,"15,809","115,396",0,"18,033","45,532","2,122","81,886",71,1,954,"9,343","64,520","60,328","4,192",155,"6,679",163,"504,158","408,055","96,103","28,713","28,250",0,187,276
1968,51,WY STATE GOVT,63068,"68,671","10,488","43,368","24,198","19,170",353,0,"1,515","14,172",7,0,"3,123",0,"14,065",9,0,209,"4,085","8,980","8,713",267,0,782,0,0,0,0,750,643,0,107,0
1967,0,US STATE GOVTS,N/A,"31,926,135","861,523","18,574,651","8,922,856","9,651,795","1,041,095","33,324","877,619","4,837,086","423,055","599,925","1,614,964","224,727","3,624,481","140,540","7,163","610,312","152,022","2,311,255","2,145,940","165,315","31,443","360,197","11,549","7,135,773","4,909,140","2,226,633","1,724,492","795,499","218,405","577,085","133,503"
1967,1,AL STATE GOVT,93067,"483,064","20,141","338,660","170,801","167,859","25,969",44,"12,611","98,289",0,"5,215","23,144","2,587","30,711","1,498",0,"12,720","2,048","9,093","5,822","3,271",576,"4,776",0,"88,031","58,082","29,949","5,521","2,154","1,573","1,794",0
1967,2,AK STATE GOVT,63067,"58,169",0,"16,198",0,"16,198","3,406",0,"1,803","7,077",0,247,"3,665",0,"10,681",699,91,116,"1,585","4,496","4,306",190,0,"3,694",0,"26,142","22,692","3,450","4,250",104,0,"4,146",0
1967,3,AZ STATE GOVT,63067,"298,535","43,338","186,797","104,066","82,731","6,138",0,"5,633","50,390","3,278","4,851","12,441",0,"25,792",803,0,710,"2,286","18,817","17,818",999,0,"3,176",0,"40,888","26,481","14,407","1,720","1,720",0,0,0
1967,4,AR STATE GOVT,63067,"283,896",557,"185,465","88,644","96,821","8,078",41,"6,563","63,345","3,749",0,"15,045",0,"35,047",402,142,"1,420","3,448","26,669","24,496","2,173",649,"2,279",38,"56,331","31,200","25,131","6,496",671,0,"4,474","1,351"
1967,5,CA STATE GOVT,63067,"3,485,125","194,267","1,949,955","1,061,491","888,464","73,232",160,"107,969","549,062","49,138","17,713","75,505","15,685","273,232","14,910",16,"1,439","12,321","216,820","208,287","8,533",736,"26,349",641,"952,044","499,470","452,574","115,627","114,176",0,"1,451",0
1967,6,CO STATE GOVT,63067,"335,715","1,051","184,374","98,765","85,609","8,668",34,"9,332","52,442","3,345",312,"11,475",1,"34,968","1,127",44,991,"6,355","22,335","21,476",859,75,"3,996",45,"104,187","78,388","25,799","11,135","9,953",0,"1,111",71
1967,7,CT STATE GOVT,63067,"468,154",0,"311,350","145,636","165,714","17,504",1,"21,081","64,307",0,"26,784","32,392","3,645","38,814","3,981",97,638,697,"30,258","24,701","5,557",0,"3,043",100,"80,071",0,"80,071","37,919","37,919",0,0,0
1967,8,DE STATE GOVT,63067,"140,125",256,"33,197",0,"33,197","2,444",169,"3,131","15,581","6,347",47,"5,478",0,"31,269",264,35,"17,615",114,"8,802","8,314",488,463,"3,856",120,"67,019","54,296","12,723","8,384","6,608","1,776",0,0
1967,10,FL STATE GOVT,63067,"876,821","23,616","657,992","300,873","357,119","77,313","1,353","25,862","177,427","38,339","14,070","19,716","3,039","155,938","2,032",25,"4,865","3,150","106,735","100,318","6,417",105,"37,641","1,385",0,0,0,"39,275","11,276","27,813",186,0
1967,11,GA STATE GOVT,63067,"667,847","2,148","459,185","241,784","217,401","40,840",0,"16,224","122,721",0,0,"37,615",1,"38,127",401,0,"2,734","1,884","27,680","24,756","2,924",0,"5,279",149,"165,170","100,562","64,608","3,217","3,217",0,0,0
1967,12,HI STATE GOVT,63067,"220,111",0,"141,180","104,309","36,871","5,797",0,"3,932","13,509",0,"8,964","4,669",0,"3,214",0,0,240,75,65,65,0,301,"2,500",33,"74,037","63,512","10,525","1,680","1,592",88,0,0
1967,13,ID STATE GOVT,63067,"128,534",598,"64,392","32,772","31,620","2,992",0,"3,625","19,313",63,598,"4,535",494,"20,745",521,0,558,"2,994","12,983","12,116",867,0,"3,689",0,"40,806","31,227","9,579","1,993","1,794",0,199,0
1967,14,IL STATE GOVT,63067,"1,450,326","2,029","1,224,440","712,946","511,494","49,650","1,258","40,269","185,893","35,285","91,320","102,993","4,826","176,516","1,101",158,"8,062","3,547","152,380","143,788","8,592",0,"11,034",234,0,0,0,"47,341","47,341",0,0,0
1967,15,IN STATE GOVT,63067,"771,300","15,806","504,442","300,881","203,561","17,484",26,"18,351","130,050",0,0,"37,650",0,"64,900","4,417",7,"1,076","2,867","51,144","49,176","1,968",566,"4,703",120,"172,937","158,475","14,462","13,215","12,907",0,308,0
1967,16,IA STATE GOVT,63067,"452,762","3,635","244,706","113,555","131,151","8,699",0,"12,367","85,394",0,0,"24,128",563,"74,232","2,184",0,506,"2,245","66,146","61,969","4,177",29,"2,705",417,"118,094","106,120","11,974","12,095","12,095",0,0,0
1967,17,KS STATE GOVT,63067,"355,165","8,614","205,184","118,160","87,024","8,393",0,"8,905","51,898",0,284,"17,544",0,"39,549",375,24,"1,101","2,010","30,980","29,052","1,928",300,"4,391",368,"94,959","71,028","23,931","6,859","6,351",0,508,0
1967,18,KY STATE GOVT,63067,"465,707","22,777","282,215","135,322","146,893","19,208",153,"12,007","86,619","4,493",0,"10,460","13,953","29,527",835,207,"3,366","2,659","18,157","17,198",959,326,"3,699",278,"121,070","80,620","40,450","10,118","8,936",936,246,0
1967,19,LA STATE GOVT,63067,"690,439","19,228","327,449","146,006","181,443","27,652",88,"16,854","82,410","3,919","9,608","32,911","8,001","52,720","1,209",22,"21,500","1,409","16,434","13,672","2,762",108,"11,961",77,"70,204","35,758","34,446","220,838","5,502",0,"215,336",0
1967,20,ME STATE GOVT,63067,"132,524","3,183","105,697","54,669","51,028","3,911",0,"3,562","27,976","1,384","3,767","10,428",0,"18,771",569,40,462,"2,401","12,253","10,955","1,298",0,"2,971",75,0,0,0,"4,871","4,871",0,0,0
1967,21,MD STATE GOVT,63067,"641,433","21,324","337,689","135,974","201,715","12,806","1,377","16,181","90,472","12,484","15,251","25,047","28,097","45,258",168,257,"1,110","1,425","37,122","34,299","2,823",0,"5,085",91,"217,470","181,807","35,663","19,692","17,934",57,0,"1,701"
1967,22,MA STATE GOVT,63067,"953,669",323,"417,921","128,106","289,815","40,915",10,"28,302","115,761","18,958",0,"66,495","19,374","171,444",414,369,"107,998","1,478","39,208","29,627","9,581","9,696","12,032",249,"324,122","268,052","56,070","39,859","38,102","1,757",0,0
1967,23,MI STATE GOVT,63067,"1,530,806","81,000","1,059,572","680,360","379,212","58,410",66,"34,959","190,848","16,989",0,"77,940",0,"240,300","5,410",12,"110,394","6,704","107,536","101,883","5,653",419,"9,465",360,0,0,0,"149,934","20,720",0,994,"128,220"
1967,24,MN STATE GOVT,63067,"660,112","41,208","193,741",0,"193,741","24,742",8,"15,450","88,885",0,"28,664","32,693","3,299","71,084",239,6,390,"5,437","56,915","54,809","2,106",25,"7,829",243,"317,543","247,939","69,604","36,536","14,164","1,336","21,036",0
1967,25,MS STATE GOVT,63067,"307,909","3,502","239,719","128,732","110,987","8,115",459,"9,393","69,392",0,300,"18,638","4,690","24,562",80,0,"6,999","1,924","10,818","7,872","2,946",381,"4,340",20,"27,382","10,405","16,977","12,744","1,561",0,"11,177",6
1967,26,MO STATE GOVT,63067,"615,082","5,648","408,274","256,142","152,132","10,830",0,"19,368","97,297",0,120,"24,369",148,"80,794","1,525",35,"9,024","5,299","59,436","57,176","2,260",599,"4,681",195,"110,611","95,484","15,127","9,755","9,743",0,12,0
1967,27,MT STATE GOVT,63067,"92,823","5,145","37,703",0,"37,703","4,530",0,"3,220","21,753",0,"1,938","6,262",0,"11,826","1,218",0,121,"2,438","5,913","5,092",821,0,"2,136",0,"31,832","24,224","7,608","6,317","2,802",0,"3,515",0
1967,28,NE STATE GOVT,63067,"136,459","44,666","76,403",0,"76,403","5,577",0,"5,536","51,309","1,785",0,"12,196",0,"14,272",136,133,658,"2,344","8,289","7,821",468,0,"2,712",0,0,0,0,"1,118",370,0,748,0
1967,29,NV STATE GOVT,63067,"87,236","2,428","70,590","23,416","47,174","3,428","20,304","2,233","15,843",0,0,"5,366",0,"13,915",19,"1,114",787,"1,160","8,954","8,954",0,0,"1,602",279,0,0,0,303,0,0,48,255
1967,30,NH STATE GOVT,63067,"66,181","2,694","40,911",0,"40,911","1,832",0,"2,906","18,729","7,235",960,"9,249",0,"14,828",271,24,388,"1,397","10,990","10,028",962,163,"1,399",196,"2,708","2,708",0,"3,575","3,508",0,67,0
1967,31,NJ STATE GOVT,63067,"833,964",0,"565,391","208,312","357,079","32,093",13,"35,139","148,330","28,988","15,449","97,067",0,"154,751",979,0,"44,713","2,112","97,885","87,692","10,193",645,"8,198",219,"59,324","10,845","48,479","54,498","54,498",0,0,0
1967,32,NM STATE GOVT,63067,"205,765","12,669","119,186","67,981","51,205","3,458",7,"4,663","30,696",761,659,"7,475","3,486","23,527",43,761,"1,846","1,554","17,753","16,863",890,54,"1,516",0,"18,040","11,580","6,460","32,343","1,047",0,"31,273",23
1967,33,NY STATE GOVT,33167,"4,056,275","7,396","1,500,582","604,327","896,255","68,167","3,660","92,088","275,808","144,586","93,493","218,453",0,"314,981","65,061","1,119","3,850","6,408","210,178","199,277","10,901","9,332","18,227",806,"1,970,825","1,527,087","443,738","262,491","116,029","146,462",0,0
1967,34,NC STATE GOVT,63067,"840,712","17,903","438,952","201,642","237,310","33,236",0,"21,568","140,665",0,"41,841",0,0,"83,435",249,774,"13,435","3,122","46,066","43,946","2,120",11,"19,596",182,"287,057","188,563","98,494","13,365","13,231",0,0,134
1967,35,ND STATE GOVT,63067,"86,628","2,314","50,700","23,729","26,971","3,875",0,"2,574","14,976",0,0,"4,930",616,"15,150",178,46,83,735,"11,801","11,250",551,0,"2,307",0,"14,421","11,086","3,335","4,043",519,0,"3,524",0
1967,36,OH STATE GOVT,63067,"1,157,817","53,438","871,246","367,282","503,964","42,660",0,"42,288","273,952","12,841","64,078","68,145",0,"216,028","9,932",87,"64,621","3,112","127,236","125,559","1,677",546,"9,626",868,0,0,0,"17,105","17,105",0,0,0
1967,37,OK STATE GOVT,63067,"401,030",0,"223,060","75,760","147,300","15,048",0,"16,167","77,924",0,954,"24,446","12,761","65,251",772,488,"4,726","2,140","53,439","50,183","3,256",1,"3,413",272,"53,943","32,433","21,510","58,776","13,317",0,"45,459",0
1967,38,OR STATE GOVT,63067,"322,742","1,545","77,142",0,"77,142","1,653",0,"10,155","50,878","2,050",319,"12,087",0,"49,429",640,336,"1,218","4,194","36,055","33,895","2,160",450,"5,761",775,"185,507","153,317","32,190","9,119","8,334",0,785,0
1967,39,PA STATE GOVT,63067,"1,769,332","1,888","1,192,724","637,386","555,338","68,349",43,"43,146","287,542","6,546","30,452","112,808","6,452","242,960","8,096",9,"75,980","9,461","117,191","101,168","16,023","2,649","28,126","1,448","244,503",0,"244,503","87,257","62,966","24,291",0,0
1967,40,RI STATE GOVT,63067,"143,447",0,"104,110","48,955","55,155","3,840",0,"3,951","20,999","8,596","6,937","9,967",865,"16,044",65,0,450,142,"11,973","9,918","2,055",0,"3,414",0,"17,485",0,"17,485","5,808","5,808",0,0,0
1967,41,SC STATE GOVT,63067,"395,793","1,320","257,082","113,812","143,270","32,175","1,188","10,396","71,072",0,"7,357","13,695","7,387","26,302",872,489,"2,147","1,605","14,651","11,893","2,758",0,"6,257",281,"106,089","62,694","43,395","5,000","2,813","2,187",0,0
1967,42,SD STATE GOVT,63067,"83,640",0,"67,822","30,905","36,917","3,786",0,"3,040","18,676","1,095",34,"5,250","5,036","13,217",683,0,142,"1,189","9,978","9,729",249,0,"1,195",30,583,0,583,"2,018","1,821",0,197,0
1967,43,TN STATE GOVT,63067,"514,422",0,"367,332","188,445","178,887","14,536",121,"19,191","110,651",0,"2,443","30,565","1,380","79,343",301,156,"13,991","2,100","44,008","40,089","3,919",255,"18,532",0,"52,251","8,973","43,278","15,496","11,624","2,461",0,"1,411"
1967,44,TX STATE GOVT,83167,"1,335,847","56,892","819,569","259,435","560,134","47,732","1,474","42,664","246,868",0,"28,691","133,411","59,294","207,316","2,385",0,"58,750","4,914","129,937","117,965","11,972",0,"11,186",144,0,0,0,"252,070","27,276",130,"224,664",0
1967,45,UT STATE GOVT,63067,"175,438","11,560","94,651","55,846","38,805","1,995",0,"3,838","26,827",0,194,"5,101",850,"12,682",9,0,265,"2,396","8,740","8,196",544,4,"1,176",92,"50,946","39,946","11,000","5,599","2,328",0,"3,271",0
1967,46,VT STATE GOVT,63067,"78,675",270,"32,877",0,"32,877","6,747",0,"1,762","11,008","1,850","1,706","5,248","4,556","12,674",226,38,65,"1,272","10,343","9,675",668,12,648,70,"29,967","25,065","4,902","2,064","2,064",0,0,0
1967,47,VA STATE GOVT,63067,"634,946","10,679","297,144","87,079","210,065","27,287",23,"20,108","123,485",0,"25,937","13,225",0,"69,652",393,1,"1,791","3,049","53,575","48,646","4,929",0,"10,521",322,"242,002","192,662","49,340","14,160","8,130","5,613",314,103
1967,48,WA STATE GOVT,63067,"775,641","58,806","634,377","425,822","208,555","30,168","1,237","11,901","99,111",835,"31,471","33,832",0,"59,583","2,345",0,"1,729","5,075","39,797","35,719","4,078","1,422","9,132",83,0,0,0,"22,875","21,727","1,148",0,0
1967,49,WV STATE GOVT,63067,"281,657",297,"218,779","127,302","91,477","3,930",0,"8,723","43,738","8,116",0,"13,518","13,452","29,778",414,0,"1,505","1,720","24,307","22,870","1,437",433,"1,385",14,"27,119","27,119",0,"4,966","4,189",777,0,0
1967,50,WI STATE GOVT,63067,"921,051","46,083","303,267","97,727","205,540","21,127",7,"14,935","108,385",0,"16,897","44,000",189,"77,172",79,1,833,"8,688","60,520","57,368","3,152",112,"6,709",230,"472,053","369,240","102,813","22,476","22,113",0,135,228
1967,51,WY STATE GOVT,63067,"55,284","9,281","33,257","17,699","15,558",670,0,"1,693","11,503",0,0,"1,692",0,"12,170",10,0,184,"3,333","8,394","8,193",201,0,249,0,0,0,0,576,469,0,107,0
1966,0,US STATE GOVTS,N/A,"29,379,758","833,955","17,043,680","7,873,187","9,170,493","984,733","29,147","814,846","4,626,586","409,525","551,730","1,541,320","212,606","3,496,073","135,465","6,357","560,964","144,390","2,236,613","2,079,189","157,424","30,699","367,539","14,046","6,325,434","4,287,842","2,037,592","1,671,559","808,078","186,689","545,273","131,519"
1966,1,AL STATE GOVT,93066,"463,013","22,995","328,650","166,729","161,921","23,293",42,"13,659","93,930",0,"5,132","23,287","2,578","29,098","1,461",0,"11,900","1,944","8,852","5,700","3,152",565,"4,196",180,"76,184","53,294","22,890","5,435","1,807","1,782","1,846",0
1966,2,AK STATE GOVT,63066,"52,799",2,"14,394",0,"14,394","3,353",0,"1,647","6,558",0,215,"2,621",0,"10,616",654,54,150,"1,607","4,587","4,364",223,0,"3,564",0,"23,343","19,238","4,105","3,616",81,0,"3,535",0
1966,3,AZ STATE GOVT,63066,"274,200","42,975","174,963","96,171","78,792","5,685",0,"4,887","47,855","3,682","4,585","12,098",0,"19,038",801,0,614,"2,121","13,533","12,613",920,0,"1,969",0,"35,081","21,702","13,379","2,143","2,143",0,0,0
1966,4,AR STATE GOVT,63066,"264,826",503,"175,869","84,415","91,454","7,274",15,"6,103","60,039","3,486",0,"14,537",0,"33,406",318,138,"1,387","3,107","25,660","23,571","2,089",711,"2,085",0,"48,271","27,423","20,848","6,777",709,0,"4,764","1,304"
1966,5,CA STATE GOVT,63066,"3,437,731","188,688","1,974,070","1,099,383","874,687","69,407",123,"99,224","552,638","46,806","17,736","74,309","14,444","261,168","15,160",17,"1,323","12,150","198,104","188,678","9,426",764,"31,986","1,664","888,138","454,313","433,825","125,667","124,301",0,"1,366",0
1966,6,CO STATE GOVT,63066,"325,776","2,562","184,594","98,735","85,859","8,207",33,"8,536","54,327","3,028",326,"11,401",1,"34,032",957,43,962,"6,632","21,524","20,756",768,73,"3,813",28,"95,046","70,287","24,759","9,542","8,424",0,"1,027",91
1966,7,CT STATE GOVT,63066,"439,948",8,"293,357","136,389","156,968","16,863",1,"19,956","59,913",0,"24,882","31,827","3,526","38,630","4,086",93,"1,154",641,"29,998","24,737","5,261",0,"2,558",100,"67,959",0,"67,959","39,994","39,994",0,0,0
1966,8,DE STATE GOVT,63066,"129,601",252,"32,503",0,"32,503","2,396",200,"2,835","15,635","6,026",44,"5,367",0,"25,781",310,35,"14,091",116,"8,258","7,781",477,461,"2,410",100,"62,925","49,934","12,991","8,140","6,759","1,381",0,0
1966,10,FL STATE GOVT,63066,"819,147","21,571","611,475","283,050","328,425","72,496","1,338","15,478","166,976","37,757","12,851","18,673","2,856","140,745","2,095",22,"4,661","2,990","98,187","92,047","6,140",106,"31,466","1,218",0,0,0,"45,356","15,773","29,388",195,0
1966,11,GA STATE GOVT,63066,"611,763","1,701","428,590","227,205","201,385","35,038",0,"15,436","114,476",0,0,"36,220",215,"38,060",385,0,"2,432","1,886","28,088","22,979","5,109",0,"5,104",165,"139,579","80,291","59,288","3,833","3,833",0,0,0
1966,12,HI STATE GOVT,63066,"189,088",0,"127,451","93,499","33,952","5,405",0,"3,812","12,031",0,"8,985","3,719",0,"2,892",0,0,222,73,67,67,0,288,"2,211",31,"57,299","47,349","9,950","1,446","1,446",0,0,0
1966,13,ID STATE GOVT,63066,"119,814","1,136","59,525","28,399","31,126","3,084",1,"3,415","18,694",17,966,"4,340",609,"20,306",570,0,523,"2,824","12,518","11,268","1,250",0,"3,871",0,"37,697","29,204","8,493","1,150",914,0,236,0
1966,14,IL STATE GOVT,63066,"1,365,226","1,789","1,151,752","669,508","482,244","47,981",935,"37,663","180,296","31,005","81,570","98,396","4,398","166,502","1,138",307,"8,365","3,346","142,605","135,375","7,230",0,"10,532",209,0,0,0,"45,183","45,183",0,0,0
1966,15,IN STATE GOVT,63066,"729,174","19,055","477,934","282,318","195,616","17,290",19,"16,689","124,537",0,0,"37,081",0,"63,501","4,364",8,"1,529","2,174","49,771","47,983","1,788",677,"4,856",122,"157,926","143,678","14,248","10,429","10,076",0,353,0
1966,16,IA STATE GOVT,63066,"420,192","3,851","231,455","114,027","117,428","8,057",0,"11,476","73,684",0,0,"23,648",563,"78,205","2,213",0,358,"1,950","70,657","65,388","5,269",29,"2,476",522,"94,595","86,802","7,793","12,086","12,086",0,0,0
1966,17,KS STATE GOVT,63066,"346,991","9,071","197,221","113,406","83,815","7,818",0,"8,432","49,808",0,261,"17,496",0,"39,083",387,41,"1,010","1,881","30,009","28,158","1,851",300,"5,084",371,"95,541","72,805","22,736","6,075","5,572",0,503,0
1966,18,KY STATE GOVT,63066,"434,525","22,573","267,613","126,880","140,733","19,213",158,"11,340","81,589","4,118",0,"10,050","14,265","27,300",796,202,"3,046","2,271","17,170","16,243",927,506,"3,054",255,"106,000","69,747","36,253","11,039","9,792",974,273,0
1966,19,LA STATE GOVT,63066,"658,571","18,302","312,507","139,425","173,082","27,933",88,"14,712","78,266","3,116","9,152","32,358","7,457","53,906","1,332",22,"18,989","1,365","20,927","18,802","2,125",107,"11,087",77,"62,221","30,455","31,766","211,635","5,359",0,"206,276",0
1966,20,ME STATE GOVT,63066,"127,988","2,236","102,384","52,315","50,069","3,868",0,"3,226","27,046","1,342","4,127","10,460",0,"18,399",546,34,551,"2,223","12,054","10,589","1,465",0,"2,914",77,0,0,0,"4,967","4,967",0,0,0
1966,21,MD STATE GOVT,63066,"587,885","21,265","319,217","127,277","191,940","12,286","1,360","14,399","85,527","11,898","13,965","24,257","28,248","43,112",173,249,"1,090","1,351","35,682","32,951","2,731",0,"4,340",227,"192,639","159,910","32,729","11,652","9,115",67,0,"2,470"
1966,22,MA STATE GOVT,63066,"773,157",431,"269,639","16,534","253,105","35,765",11,"17,225","111,333","15,558",0,"59,012","14,201","164,461",420,351,"97,194","1,416","37,458","30,390","7,068","9,134","18,254",234,"303,723","253,893","49,830","34,903","34,903",0,0,0
1966,23,MI STATE GOVT,63066,"1,467,674","76,163","1,029,222","657,708","371,514","57,247",52,"31,431","190,014","16,183",0,"76,587",0,"219,343","5,309",6,"93,689","7,678","102,168","96,801","5,367",385,"9,175",933,0,0,0,"142,946","22,727",0,993,"119,226"
1966,24,MN STATE GOVT,63066,"614,995","31,675","181,705",0,"181,705","23,315",4,"14,249","83,907",0,"26,260","31,314","2,656","68,288",253,5,327,"5,048","54,734","52,758","1,976",25,"7,638",258,"296,574","221,276","75,298","36,753","14,555","1,551","20,647",0
1966,25,MS STATE GOVT,63066,"287,415","3,869","221,048","121,039","100,009","7,275",406,"8,443","62,592",0,200,"18,160","2,933","24,817",69,0,"7,099","1,464","11,591","8,892","2,699",366,"4,205",23,"25,559","9,710","15,849","12,122",997,0,"11,116",9
1966,26,MO STATE GOVT,63066,"579,788","5,377","390,826","243,756","147,070","10,246",0,"17,792","94,773",0,113,"23,996",150,"79,619",822,57,"8,792","4,541","59,381","56,578","2,803",621,"5,172",233,"93,310","82,149","11,161","10,656","10,643",0,13,0
1966,27,MT STATE GOVT,63066,"91,198","7,338","38,274",0,"38,274","4,357",0,"2,971","22,877",0,"1,907","6,162",0,"11,435","1,218",0,137,"2,278","5,618","4,843",775,0,"2,184",0,"28,069","21,111","6,958","6,082","2,750",0,"3,332",0
1966,28,NE STATE GOVT,63066,"130,001","42,360","72,584",0,"72,584","5,368",0,"5,428","48,104","1,775",0,"11,909",0,"13,679",130,124,683,"2,438","7,868","7,427",441,0,"2,436",0,0,0,0,"1,378",528,0,850,0
1966,29,NV STATE GOVT,63066,"84,256","3,525","67,281","23,419","43,862","3,374","17,284","2,254","15,289",0,217,"5,444",0,"13,147",20,953,675,"1,160","8,323","8,050",273,0,"1,737",279,0,0,0,303,0,0,48,255
1966,30,NH STATE GOVT,63066,"61,478","2,483","38,082",0,"38,082","1,690",0,"2,625","17,199","7,386",983,"8,199",0,"14,037",267,15,352,"1,282","10,487","9,488",999,122,"1,318",194,"2,289","2,289",0,"3,112","3,031",0,81,0
1966,31,NJ STATE GOVT,63066,"589,146","2,228","331,115",0,"331,115","31,719",13,"32,970","145,117","29,418","14,444","77,434",0,"150,381",978,0,"43,471","1,989","95,850","85,602","10,248",518,"7,458",117,"52,647","9,731","42,916","52,775","52,775",0,0,0
1966,32,NM STATE GOVT,63066,"201,911","12,094","117,017","66,977","50,040","3,207",6,"4,514","29,795",537,706,"7,614","3,661","23,907",170,120,"1,921","1,630","18,249","17,314",935,51,"1,766",0,"19,051","19,051",0,"29,842","1,211",0,"28,609",22
1966,33,NY STATE GOVT,33166,"3,415,746","7,958","1,169,087","298,437","870,650","66,227","3,343","86,078","268,706","140,906","89,138","216,252",0,"330,852","64,278","1,135","3,887","5,997","226,250","216,649","9,601","8,976","19,659",670,"1,663,239","1,270,881","392,358","244,610","132,125","112,485",0,0
1966,34,NC STATE GOVT,63066,"776,887","18,189","406,706","188,246","218,460","28,704",0,"19,614","131,675",0,"38,467",0,0,"78,400",105,689,"12,393","2,711","43,294","41,112","2,182",20,"19,021",167,"255,551","165,070","90,481","18,041","17,901",0,0,140
1966,35,ND STATE GOVT,63066,"84,425","2,602","50,475","23,561","26,914","3,819",0,"2,457","15,122",0,12,"5,149",355,"15,034",179,45,45,636,"11,743","11,197",546,0,"2,386",0,"12,276","9,222","3,054","4,038",585,0,"3,453",0
1966,36,OH STATE GOVT,63066,"1,122,741","51,294","849,150","354,221","494,929","40,881",0,"57,534","261,466","12,265","55,380","67,403",0,"203,775","7,117",58,"59,089","3,175","125,463","123,100","2,363",401,"7,614",858,0,0,0,"18,522","18,522",0,0,0
1966,37,OK STATE GOVT,63066,"388,705",0,"220,221","74,129","146,092","13,858",0,"19,439","74,529",0,878,"24,548","12,840","62,999",775,452,"4,770","1,864","51,545","48,370","3,175",1,"3,341",251,"52,667","30,344","22,323","52,818","12,897",0,"39,921",0
1966,38,OR STATE GOVT,63066,"299,988","1,745","59,808",0,"59,808","1,849",0,"7,003","48,686","1,976",294,0,0,"51,007",635,230,951,"4,115","37,240","35,086","2,154",658,"6,412",766,"178,443","147,367","31,076","8,985","8,223",0,762,0
1966,39,PA STATE GOVT,63066,"1,674,675","1,931","1,128,289","599,329","528,960","65,931",30,"39,958","269,976","8,044","28,976","109,976","6,069","227,738","8,117",9,"73,410","8,715","105,331","95,679","9,652","2,494","28,262","1,400","229,088",0,"229,088","87,629","62,200","25,429",0,0
